type,freq_tar,range_tar,likelihood,effect,word,category,subcategory
accent,7601,702,108.584,0,ACCENT,NOUNS,NOUN.COMMUNICATION
mans,7601,705,108.584,0,,,
kith,7593,392,108.47,0,KITH,NOUNS,NOUN.GROUP
loud,7590,723,108.427,0,LOUD,ADJECTIVES,ADJ.ALL
dropped,7589,717,108.413,0,DROPPED,ADJECTIVES,ADJ.ALL
yesh,7589,647,108.413,0,,,
laughing,7588,718,108.399,0,LAUGHING,ADJECTIVES,ADJ.ALL
jam,7587,633,108.384,0,JAM,NOUNS,NOUN.ACT
racist,7585,707,108.356,0,RACIST,ADJECTIVES,ADJ.ALL
el,7585,700,108.356,0,EL,NOUNS,NOUN.ARTIFACT
pleasen,7582,714,108.313,0,,,
china,7569,687,108.127,0,CHINA,NOUNS,NOUN.ARTIFACT
theme,7565,708,108.07,0,THEME,NOUNS,NOUN.COGNITION
worked,7563,716,108.042,0,,,
pee,7554,696,107.913,0,PEE,NOUNS,NOUN.PROCESS
ace,7553,621,107.899,0,ACE,ADJECTIVES,ADJ.ALL
police,7548,707,107.827,0,POLICE,NOUNS,NOUN.GROUP
cheating,7548,706,107.827,0,CHEATING,ADJECTIVES,ADJ.ALL
ad,7547,712,107.813,0,AD,ADVERBS,ADV.ALL
wo,7546,714,107.799,0,,,
dies,7543,719,107.756,0,,,
moved,7542,715,107.742,0,MOVED,ADJECTIVES,ADJ.ALL
lmfaon,7541,694,107.727,0,,,
que,7538,703,107.684,0,,,
hewo,7535,643,107.642,0,,,
goku,7533,606,107.613,0,,,
cousin,7531,715,107.584,0,COUSIN,NOUNS,NOUN.PERSON
satan,7521,646,107.442,0,SATAN,NOUNS,NOUN.PERSON
warns,7520,545,107.427,0,,,
mk,7500,664,107.142,0,,,
uncle,7495,706,107.07,0,UNCLE,NOUNS,NOUN.PERSON
eggs,7490,699,106.999,0,EGGS,NOUNS,NOUN.FOOD
yeeter,7486,98,106.942,0,,,
gifs,7484,711,106.913,0,,,
treat,7480,703,106.856,0,TREAT,NOUNS,NOUN.EVENT
friendly,7475,710,106.784,0,FRIENDLY,ADJECTIVES,ADJ.ALL
al,7474,696,106.77,0,AL,NOUNS,NOUN.LOCATION
figure,7473,716,106.756,0,FIGURE,NOUNS,NOUN.ACT
nose,7469,715,106.699,0,NOSE,NOUNS,NOUN.ARTIFACT
mama,7469,708,106.699,0,MAMA,NOUNS,NOUN.PERSON
lel,7465,645,106.642,0,,,
learned,7461,712,106.584,0,LEARNED,ADJECTIVES,ADJ.ALL
land,7454,706,106.484,0,LAND,ADJECTIVES,ADJ.ALL
yon,7447,714,106.384,0,YON,ADJECTIVES,ADJ.ALL
grandma,7439,714,106.27,0,GRANDMA,NOUNS,NOUN.PERSON
cup,7430,708,106.142,0,CUP,NOUNS,NOUN.ARTIFACT
mike,7426,602,106.084,0,MIKE,NOUNS,NOUN.ARTIFACT
talkin,7423,707,106.042,0,,,
ears,7421,712,106.013,0,,,
paris,7417,469,105.956,0,PARIS,NOUNS,NOUN.LOCATION
lovely,7411,707,105.87,0,LOVELY,ADJECTIVES,ADJ.ALL
everyones,7390,714,105.57,0,,,
quit,7388,715,105.542,0,QUIT,VERBS,VERB.COMPETITION
barbie,7383,525,105.47,0,,,
hat,7383,712,105.47,0,HAT,NOUNS,NOUN.ACT
bi,7381,714,105.442,0,BI,NOUNS,NOUN.SUBSTANCE
kris,7377,159,105.384,0,KRIS,NOUNS,NOUN.ARTIFACT
xdn,7360,642,105.142,0,,,
passed,7356,720,105.084,0,,,
lipstick,7352,249,105.027,0,LIPSTICK,NOUNS,NOUN.ARTIFACT
youve,7351,714,105.013,0,,,
studying,7343,707,104.899,0,STUDYING,NOUNS,NOUN.COMMUNICATION
hide,7342,719,104.884,0,HIDE,NOUNS,NOUN.ANIMAL
yah,7337,694,104.813,0,,,
godn,7336,715,104.799,0,,,
squad,7332,682,104.742,0,SQUAD,NOUNS,NOUN.GROUP
besides,7327,715,104.67,0,BESIDES,ADVERBS,ADV.ALL
ri,7325,586,104.642,0,RI,NOUNS,NOUN.LOCATION
society,7320,677,104.57,0,SOCIETY,NOUNS,NOUN.GROUP
thoughn,7320,690,104.57,0,,,
guyn,7315,713,104.499,0,,,
usn,7314,701,104.484,0,USN,NOUNS,NOUN.GROUP
toe,7310,706,104.427,0,TOE,ADJECTIVES,ADJ.ALL
hewwo,7309,671,104.413,0,,,
skip,7308,716,104.399,0,SKIP,NOUNS,NOUN.ACT
ed,7303,701,104.327,0,ED,NOUNS,NOUN.STATE
apples,7299,596,104.27,0,,,
ish,7288,693,104.113,0,,,
tube,7277,703,103.956,0,TUBE,NOUNS,NOUN.ARTIFACT
ep,7266,686,103.799,0,,,
handle,7262,718,103.742,0,HANDLE,NOUNS,NOUN.ARTIFACT
soft,7259,709,103.699,0,SOFT,ADJECTIVES,ADJ.ALL
ummm,7259,712,103.699,0,,,
completely,7257,714,103.67,0,COMPLETELY,ADVERBS,ADV.ALL
knowing,7255,724,103.642,0,KNOWING,ADJECTIVES,ADJ.ALL
si,7253,707,103.613,0,SI,NOUNS,NOUN.COMMUNICATION
ayyy,7245,690,103.499,0,,,
xn,7234,714,103.342,0,,,
hmn,7233,703,103.327,0,,,
spoiler,7211,628,103.013,0,SPOILER,NOUNS,NOUN.ARTIFACT
convo,7209,708,102.984,0,,,
mid,7196,690,102.799,0,MID,ADJECTIVES,ADJ.ALL
piano,7190,671,102.713,0,PIANO,ADJECTIVES,ADJ.ALL
chats,7187,711,102.67,0,,,
mum,7183,701,102.613,0,MUM,ADJECTIVES,ADJ.ALL
bunnie,7181,91,102.584,0,,,
clear,7172,716,102.456,0,CLEAR,ADJECTIVES,ADJ.ALL
toes,7169,695,102.413,0,,,
yoo,7164,705,102.342,0,,,
twitch,7163,702,102.327,0,TWITCH,NOUNS,NOUN.STATE
putting,7162,715,102.313,0,PUTTING,NOUNS,NOUN.ACT
eternal,7159,541,102.27,0,ETERNAL,ADJECTIVES,ADJ.ALL
respond,7151,718,102.156,0,RESPOND,VERBS,VERB.COGNITION
quote,7144,697,102.056,0,QUOTE,NOUNS,NOUN.COMMUNICATION
monster,7143,706,102.042,0,MONSTER,NOUNS,NOUN.ANIMAL
gib,7140,641,101.999,0,GIB,NOUNS,NOUN.ANIMAL
friendn,7128,710,101.827,0,,,
slayer,7127,669,101.813,0,SLAYER,NOUNS,NOUN.PERSON
battle,7126,706,101.799,0,BATTLE,NOUNS,NOUN.ACT
insta,7123,712,101.756,0,,,
frick,7122,688,101.742,0,FRICK,NOUNS,NOUN.PERSON
obviously,7121,716,101.727,0,OBVIOUSLY,ADVERBS,ADV.ALL
hugo,7119,97,101.699,0,HUGO,NOUNS,NOUN.PERSON
flat,7105,698,101.499,0,FLAT,ADJECTIVES,ADJ.ALL
excited,7104,718,101.484,0,EXCITED,ADJECTIVES,ADJ.ALL
tv,7102,715,101.456,0,TV,NOUNS,NOUN.ARTIFACT
hates,7100,720,101.427,0,,,
blossom,7099,300,101.413,0,BLOSSOM,NOUNS,NOUN.PLANT
oml,7094,699,101.342,0,,,
teeth,7092,709,101.313,0,TEETH,NOUNS,NOUN.BODY
animes,7086,676,101.227,0,,,
moren,7083,708,101.184,0,,,
leg,7081,710,101.156,0,LEG,NOUNS,NOUN.ACT
ie,7070,483,100.999,0,IE,ADVERBS,ADV.ALL
stopn,7060,711,100.856,0,,,
sin,7057,692,100.813,0,SIN,NOUNS,NOUN.ACT
burger,7037,704,100.527,0,,,
fans,7037,714,100.527,0,,,
verified,7036,605,100.513,0,VERIFIED,ADJECTIVES,ADJ.ALL
ar,7036,710,100.513,0,AR,NOUNS,NOUN.LOCATION
marriage,7036,683,100.513,0,MARRIAGE,NOUNS,NOUN.ACT
glasses,7034,699,100.484,0,GLASSES,NOUNS,NOUN.ARTIFACT
ne,7029,708,100.413,0,NE,NOUNS,NOUN.LOCATION
lit,7028,703,100.399,0,LIT,ADJECTIVES,ADJ.ALL
playlist,7025,700,100.356,0,PLAYLIST,NOUNS,NOUN.COMMUNICATION
sayn,7020,715,100.284,0,,,
bug,7010,699,100.142,0,BUG,NOUNS,NOUN.ANIMAL
wan,7004,687,100.056,0,WAN,ADJECTIVES,ADJ.ALL
dyno,6992,574,99.884,0,,,
streaming,6989,705,99.842,0,STREAMING,ADJECTIVES,ADJ.PPL
holo,6987,279,99.813,0,,,
fingers,6983,717,99.756,0,,,
spank,6982,583,99.742,0,SPANK,NOUNS,NOUN.ACT
create,6982,712,99.742,0,CREATE,VERBS,VERB.CREATION
gamen,6976,691,99.656,0,,,
idek,6973,717,99.613,0,,,
friday,6971,711,99.584,0,FRIDAY,NOUNS,NOUN.TIME
surprised,6967,716,99.527,0,SURPRISED,ADJECTIVES,ADJ.ALL
shadow,6967,671,99.527,0,SHADOW,NOUNS,NOUN.ATTRIBUTE
website,6964,707,99.484,0,,,
moderator,6964,632,99.484,0,MODERATOR,NOUNS,NOUN.PERSON
mess,6958,713,99.399,0,MESS,NOUNS,NOUN.ARTIFACT
neck,6958,712,99.399,0,NECK,NOUNS,NOUN.ARTIFACT
wolf,6956,670,99.37,0,WOLF,NOUNS,NOUN.ANIMAL
mental,6955,711,99.356,0,MENTAL,ADJECTIVES,ADJ.PERT
train,6955,699,99.356,0,TRAIN,NOUNS,NOUN.ARTIFACT
ellie,6945,323,99.213,0,,,
hu,6936,697,99.084,0,,,
example,6924,717,98.913,0,EXAMPLE,NOUNS,NOUN.ACT
lyrics,6920,715,98.856,0,,,
seb,6916,150,98.799,0,SEB,NOUNS,NOUN.SUBSTANCE
agon,6905,697,98.642,0,AGON,NOUNS,NOUN.ACT
tia,6895,161,98.499,0,TIA,NOUNS,NOUN.STATE
taller,6894,690,98.484,0,,,
translate,6890,706,98.427,0,TRANSLATE,VERBS,VERB.CHANGE
walking,6884,711,98.342,0,WALKING,ADJECTIVES,ADJ.ALL
hang,6876,714,98.227,0,HANG,NOUNS,NOUN.ACT
midnight,6872,700,98.17,0,MIDNIGHT,NOUNS,NOUN.TIME
area,6866,711,98.084,0,AREA,NOUNS,NOUN.ARTIFACT
floor,6855,708,97.927,0,FLOOR,NOUNS,NOUN.ARTIFACT
turning,6839,717,97.699,0,TURNING,NOUNS,NOUN.ACT
normally,6839,710,97.699,0,NORMALLY,ADVERBS,ADV.ALL
uk,6838,704,97.684,0,UK,NOUNS,NOUN.LOCATION
waste,6834,712,97.627,0,WASTE,ADJECTIVES,ADJ.ALL
mini,6831,695,97.584,0,MINI,ADJECTIVES,ADJ.ALL
personally,6830,710,97.57,0,PERSONALLY,ADVERBS,ADV.ALL
fly,6823,715,97.47,0,FLY,ADJECTIVES,ADJ.ALL
third,6820,722,97.427,0,THIRD,ADJECTIVES,ADJ.ALL
pillow,6820,699,97.427,0,PILLOW,NOUNS,NOUN.ARTIFACT
checked,6813,720,97.327,0,CHECKED,ADJECTIVES,ADJ.ALL
anymoren,6802,707,97.17,0,,,
shop,6799,701,97.127,0,SHOP,NOUNS,NOUN.ACT
adopt,6798,674,97.113,0,ADOPT,VERBS,VERB.CHANGE
blame,6784,711,96.913,0,BLAME,ADJECTIVES,ADJ.ALL
adam,6783,539,96.899,0,ADAM,NOUNS,NOUN.ARTIFACT
sunny,6776,532,96.799,0,SUNNY,ADJECTIVES,ADJ.ALL
photo,6773,708,96.756,0,PHOTO,NOUNS,NOUN.ARTIFACT
nagito,6773,173,96.756,0,,,
boom,6773,710,96.756,0,BOOM,NOUNS,NOUN.ARTIFACT
marshal,6766,83,96.656,0,MARSHAL,NOUNS,NOUN.PERSON
ren,6763,593,96.613,0,,,
lily,6763,480,96.613,0,LILY,NOUNS,NOUN.PLANT
dear,6753,702,96.47,0,DEAR,ADJECTIVES,ADJ.ALL
evil,6752,703,96.456,0,EVIL,ADJECTIVES,ADJ.ALL
discordn,6744,695,96.342,0,,,
divorce,6744,635,96.342,0,DIVORCE,NOUNS,NOUN.ACT
global,6738,641,96.256,0,GLOBAL,ADJECTIVES,ADJ.ALL
south,6735,708,96.213,0,SOUTH,ADJECTIVES,ADJ.ALL
classic,6725,696,96.07,0,CLASSIC,ADJECTIVES,ADJ.ALL
closed,6723,711,96.042,0,CLOSED,ADJECTIVES,ADJ.ALL
promise,6719,718,95.984,0,PROMISE,NOUNS,NOUN.COGNITION
famous,6710,715,95.856,0,FAMOUS,ADJECTIVES,ADJ.ALL
gross,6707,702,95.813,0,GROSS,ADJECTIVES,ADJ.ALL
choccy,6707,374,95.813,0,,,
period,6700,711,95.713,0,PERIOD,NOUNS,NOUN.COMMUNICATION
edit,6695,716,95.642,0,EDIT,VERBS,VERB.CHANGE
daughter,6689,683,95.556,0,DAUGHTER,NOUNS,NOUN.PERSON
noni,6687,709,95.527,0,,,
trick,6661,679,95.156,0,TRICK,NOUNS,NOUN.ACT
challenge,6658,696,95.113,0,CHALLENGE,NOUNS,NOUN.COMMUNICATION
pepe,6656,656,95.084,0,,,
muffin,6651,492,95.013,0,MUFFIN,NOUNS,NOUN.FOOD
leveled,6650,600,94.999,0,,,
boss,6645,702,94.927,0,BOSS,ADJECTIVES,ADJ.ALL
key,6638,703,94.827,0,KEY,ADJECTIVES,ADJ.ALL
staying,6633,719,94.756,0,,,
india,6623,683,94.613,0,INDIA,NOUNS,NOUN.LOCATION
oopn,6622,641,94.599,0,,,
wave,6619,668,94.556,0,WAVE,NOUNS,NOUN.ACT
boba,6618,525,94.542,0,,,
lag,6616,698,94.513,0,LAG,NOUNS,NOUN.ACT
wondering,6605,720,94.356,0,WONDERING,ADJECTIVES,ADJ.ALL
dy,6602,332,94.313,0,DY,NOUNS,NOUN.SUBSTANCE
built,6600,705,94.284,0,BUILT,ADJECTIVES,ADJ.ALL
allow,6596,720,94.227,0,ALLOW,VERBS,VERB.COGNITION
ending,6592,713,94.17,0,ENDING,NOUNS,NOUN.ACT
lady,6590,711,94.142,0,LADY,NOUNS,NOUN.PERSON
weirdn,6575,708,93.927,0,,,
cough,6571,700,93.87,0,COUGH,NOUNS,NOUN.ACT
bird,6568,702,93.827,0,BIRD,NOUNS,NOUN.ANIMAL
boredn,6565,702,93.784,0,,,
considered,6564,711,93.77,0,CONSIDERED,ADJECTIVES,ADJ.ALL
howdy,6561,640,93.727,0,HOWDY,NOUNS,NOUN.COMMUNICATION
weight,6556,687,93.656,0,WEIGHT,NOUNS,NOUN.ARTIFACT
expensive,6556,701,93.656,0,EXPENSIVE,ADJECTIVES,ADJ.ALL
remind,6554,706,93.627,0,REMIND,VERBS,VERB.COGNITION
inv,6552,662,93.599,0,,,
gabi,6549,222,93.556,0,,,
tomi,6549,156,93.556,0,,,
press,6545,711,93.499,0,PRESS,NOUNS,NOUN.ACT
exams,6542,690,93.456,0,,,
rp,6536,678,93.37,0,,,
somehow,6532,715,93.313,0,SOMEHOW,ADVERBS,ADV.ALL
monkey,6528,693,93.256,0,MONKEY,NOUNS,NOUN.ANIMAL
personn,6526,708,93.227,0,,,
bois,6512,684,93.027,0,,,
tamaki,6500,172,92.856,0,,,
sentence,6499,719,92.842,0,SENTENCE,NOUNS,NOUN.ACT
sword,6498,691,92.827,0,SWORD,NOUNS,NOUN.ARTIFACT
million,6495,710,92.784,0,MILLION,ADJECTIVES,ADJ.ALL
nether,6494,387,92.77,0,NETHER,ADJECTIVES,ADJ.ALL
australia,6492,684,92.742,0,AUSTRALIA,NOUNS,NOUN.LOCATION
although,6492,697,92.742,0,ALTHOUGH,ADVERBS,ADV.ALL
dio,6492,606,92.742,0,,,
dank,6491,669,92.727,0,DANK,ADJECTIVES,ADJ.ALL
greetings,6488,626,92.684,0,,,
kazu,6486,88,92.656,0,,,
twitter,6477,694,92.527,0,TWITTER,NOUNS,NOUN.EVENT
sorrow,6464,264,92.342,0,SORROW,NOUNS,NOUN.COGNITION
health,6463,712,92.327,0,HEALTH,NOUNS,NOUN.STATE
ripn,6461,692,92.299,0,,,
fallen,6460,624,92.284,0,FALLEN,ADJECTIVES,ADJ.ALL
advertise,6460,637,92.284,0,ADVERTISE,VERBS,VERB.COMMUNICATION
stuffn,6459,699,92.27,0,,,
style,6455,709,92.213,0,STYLE,NOUNS,NOUN.ANIMAL
adorable,6454,685,92.199,0,ADORABLE,ADJECTIVES,ADJ.ALL
numbers,6449,707,92.127,0,NUMBERS,NOUNS,NOUN.ACT
issue,6448,711,92.113,0,ISSUE,NOUNS,NOUN.ACT
knife,6445,706,92.07,0,KNIFE,NOUNS,NOUN.ARTIFACT
letter,6441,702,92.013,0,LETTER,NOUNS,NOUN.COMMUNICATION
troll,6431,699,91.87,0,TROLL,NOUNS,NOUN.ACT
ways,6424,718,91.77,0,WAYS,ADVERBS,ADV.ALL
pocky,6416,258,91.656,0,,,
nm,6413,682,91.613,0,NM,NOUNS,NOUN.LOCATION
posting,6409,706,91.556,0,POSTING,NOUNS,NOUN.ACT
easier,6407,718,91.527,0,,,
halloween,6406,543,91.513,0,HALLOWEEN,NOUNS,NOUN.TIME
hop,6399,705,91.413,0,HOP,NOUNS,NOUN.ACT
suppose,6392,713,91.313,0,SUPPOSE,VERBS,VERB.COGNITION
ab,6390,687,91.284,0,AB,NOUNS,NOUN.BODY
alcohol,6390,673,91.284,0,ALCOHOL,NOUNS,NOUN.FOOD
carry,6388,698,91.256,0,CARRY,NOUNS,NOUN.ACT
suicide,6378,659,91.113,0,SUICIDE,NOUNS,NOUN.ACT
enter,6372,706,91.027,0,ENTER,VERBS,VERB.CHANGE
reverse,6369,692,90.984,0,REVERSE,ADJECTIVES,ADJ.ALL
valorant,6357,488,90.813,0,,,
goood,6357,698,90.813,0,,,
tiny,6352,696,90.742,0,TINY,ADJECTIVES,ADJ.ALL
wrote,6350,714,90.713,0,,,
bruv,6350,688,90.713,0,,,
nacht,6346,147,90.656,0,,,
bruno,6346,375,90.656,0,BRUNO,NOUNS,NOUN.PERSON
donald,6345,693,90.642,0,,,
final,6345,712,90.642,0,FINAL,ADJECTIVES,ADJ.ALL
similar,6343,718,90.613,0,SIMILAR,ADJECTIVES,ADJ.ALL
fail,6341,712,90.584,0,FAIL,VERBS,VERB.CHANGE
bottom,6338,708,90.542,0,BOTTOM,ADJECTIVES,ADJ.ALL
maddie,6332,262,90.456,0,,,
five,6331,714,90.442,0,FIVE,ADJECTIVES,ADJ.ALL
sushi,6330,658,90.427,0,SUSHI,NOUNS,NOUN.FOOD
ngln,6327,672,90.384,0,,,
map,6322,664,90.313,0,MAP,NOUNS,NOUN.ARTIFACT
suggest,6322,699,90.313,0,SUGGEST,VERBS,VERB.COMMUNICATION
haii,6318,565,90.256,0,,,
horror,6309,685,90.127,0,HORROR,NOUNS,NOUN.ARTIFACT
simpn,6308,530,90.113,0,,,
demoted,6307,630,90.099,0,,,
afraid,6306,700,90.084,0,AFRAID,ADJECTIVES,ADJ.ALL
wonderful,6297,687,89.956,0,WONDERFUL,ADJECTIVES,ADJ.ALL
afternoon,6295,706,89.927,0,AFTERNOON,NOUNS,NOUN.COMMUNICATION
reaction,6295,710,89.927,0,REACTION,NOUNS,NOUN.ACT
kk,6291,710,89.87,0,,,
homo,6289,659,89.842,0,HOMO,NOUNS,NOUN.ANIMAL
stomach,6284,715,89.77,0,STOMACH,NOUNS,NOUN.BODY
turns,6278,715,89.684,0,,,
rin,6276,514,89.656,0,,,
dip,6274,698,89.627,0,DIP,NOUNS,NOUN.ACT
poggers,6268,627,89.542,0,,,
relate,6266,710,89.513,0,RELATE,VERBS,VERB.COGNITION
insult,6262,709,89.456,0,INSULT,NOUNS,NOUN.ACT
vibing,6257,602,89.384,0,,,
shoes,6248,681,89.256,0,SHOES,NOUNS,NOUN.STATE
dry,6238,716,89.113,0,DRY,ADJECTIVES,ADJ.ALL
meeting,6234,711,89.056,0,MEETING,NOUNS,NOUN.ACT
lies,6232,713,89.027,0,,,
thoughts,6222,715,88.884,0,,,
geh,6220,145,88.856,0,,,
yetn,6208,697,88.684,0,,,
sort,6208,707,88.684,0,SORT,NOUNS,NOUN.ATTRIBUTE
finger,6207,712,88.67,0,FINGER,NOUNS,NOUN.ARTIFACT
visit,6206,705,88.656,0,VISIT,NOUNS,NOUN.ACT
arm,6205,702,88.642,0,ARM,NOUNS,NOUN.ARTIFACT
mouse,6200,705,88.57,0,MOUSE,NOUNS,NOUN.ANIMAL
evening,6197,702,88.527,0,EVENING,NOUNS,NOUN.TIME
darling,6196,675,88.513,0,DARLING,ADJECTIVES,ADJ.ALL
jealous,6196,704,88.513,0,JEALOUS,ADJECTIVES,ADJ.ALL
clearly,6195,712,88.499,0,CLEARLY,ADVERBS,ADV.ALL
innocent,6193,703,88.47,0,INNOCENT,ADJECTIVES,ADJ.ALL
race,6191,702,88.442,0,RACE,NOUNS,NOUN.ARTIFACT
ahn,6186,684,88.37,0,,,
frn,6183,661,88.327,0,,,
nightn,6177,700,88.242,0,,,
easily,6172,718,88.17,0,EASILY,ADVERBS,ADV.ALL
nthat,6167,701,88.099,0,,,
je,6166,658,88.084,0,,,
clothes,6165,706,88.07,0,CLOTHES,NOUNS,NOUN.ARTIFACT
omfg,6163,704,88.042,0,,,
pineapple,6163,667,88.042,0,PINEAPPLE,NOUNS,NOUN.FOOD
peck,6162,203,88.027,0,PECK,NOUNS,NOUN.QUANTITY
modn,6152,678,87.884,0,,,
law,6152,689,87.884,0,LAW,NOUNS,NOUN.ACT
spicy,6152,696,87.884,0,SPICY,ADJECTIVES,ADJ.ALL
ivyy,6152,72,87.884,0,,,
haruki,6150,106,87.856,0,,,
yus,6149,587,87.842,0,,,
valentine,6147,442,87.813,0,VALENTINE,NOUNS,NOUN.COMMUNICATION
wars,6137,701,87.67,0,,,
business,6132,709,87.599,0,BUSINESS,NOUNS,NOUN.ACT
credit,6128,702,87.542,0,CREDIT,NOUNS,NOUN.ACT
rae,6125,368,87.499,0,,,
hunter,6125,666,87.499,0,HUNTER,NOUNS,NOUN.ARTIFACT
cod,6125,691,87.499,0,COD,ADJECTIVES,ADJ.ALL
rid,6124,716,87.484,0,RID,VERBS,VERB.POSSESSION
animals,6123,698,87.47,0,,,
created,6123,714,87.47,0,,,
rolen,6117,677,87.384,0,,,
downn,6117,706,87.384,0,,,
mario,6115,676,87.356,0,,,
apps,6115,661,87.356,0,,,
babe,6115,690,87.356,0,BABE,NOUNS,NOUN.PERSON
adult,6105,707,87.213,0,ADULT,ADJECTIVES,ADJ.ALL
empire,6103,513,87.184,0,EMPIRE,NOUNS,NOUN.FOOD
ends,6102,715,87.17,0,,,
clown,6089,666,86.984,0,CLOWN,NOUNS,NOUN.PERSON
pure,6088,702,86.97,0,PURE,ADJECTIVES,ADJ.ALL
chilling,6088,702,86.97,0,CHILLING,ADJECTIVES,ADJ.ALL
mistake,6082,719,86.884,0,MISTAKE,NOUNS,NOUN.ACT
harem,6078,555,86.827,0,HAREM,NOUNS,NOUN.ARTIFACT
hoi,6069,648,86.699,0,,,
personality,6066,695,86.656,0,PERSONALITY,NOUNS,NOUN.ATTRIBUTE
record,6064,720,86.627,0,RECORD,NOUNS,NOUN.ACT
nopen,6061,704,86.584,0,,,
messed,6056,718,86.513,0,,,
doggo,6052,656,86.456,0,DOGGO,ADVERBS,ADV.ALL
however,6049,703,86.413,0,HOWEVER,ADVERBS,ADV.ALL
murder,6042,715,86.313,0,MURDER,NOUNS,NOUN.ACT
emily,6040,442,86.284,0,,,
topicn,6039,543,86.27,0,,,
legends,6038,695,86.256,0,,,
wtfn,6036,691,86.227,0,,,
mouth,6035,707,86.213,0,MOUTH,NOUNS,NOUN.ARTIFACT
vibes,6028,695,86.113,0,VIBES,NOUNS,NOUN.ARTIFACT
songn,6024,695,86.056,0,,,
north,6020,695,85.999,0,NORTH,ADJECTIVES,ADJ.ALL
artist,6016,712,85.942,0,ARTIST,NOUNS,NOUN.PERSON
selling,6010,704,85.856,0,SELLING,NOUNS,NOUN.ACT
army,6008,696,85.827,0,ARMY,NOUNS,NOUN.GROUP
action,6007,717,85.813,0,ACTION,NOUNS,NOUN.ACT
silent,6006,702,85.799,0,SILENT,ADJECTIVES,ADJ.ALL
terrible,6005,707,85.784,0,TERRIBLE,ADJECTIVES,ADJ.ALL
kawaii,6004,576,85.77,0,,,
ou,6003,706,85.756,0,,,
grind,5997,689,85.67,0,GRIND,NOUNS,NOUN.ACT
trial,5993,601,85.613,0,TRIAL,NOUNS,NOUN.ACT
co,5993,699,85.613,0,CO,NOUNS,NOUN.LOCATION
aka,5990,700,85.57,0,,,
tim,5988,497,85.542,0,,,
waifus,5973,512,85.327,0,,,
furries,5960,665,85.142,0,,,
inactive,5956,684,85.084,0,INACTIVE,ADJECTIVES,ADJ.ALL
teachers,5954,707,85.056,0,,,
robbie,5953,178,85.042,0,,,
cmon,5953,707,85.042,0,,,
magic,5949,701,84.984,0,MAGIC,ADJECTIVES,ADJ.ALL
creepy,5946,713,84.942,0,CREEPY,ADJECTIVES,ADJ.ALL
round,5946,711,84.942,0,ROUND,ADJECTIVES,ADJ.ALL
weather,5943,698,84.899,0,WEATHER,ADJECTIVES,ADJ.ALL
eaten,5942,703,84.884,0,EATEN,ADJECTIVES,ADJ.ALL
vanilla,5934,634,84.77,0,VANILLA,NOUNS,NOUN.COGNITION
judge,5930,712,84.713,0,JUDGE,NOUNS,NOUN.PERSON
reasons,5927,715,84.67,0,,,
suffer,5917,690,84.527,0,SUFFER,VERBS,VERB.BODY
stan,5915,669,84.499,0,,,
saved,5909,712,84.413,0,SAVED,ADJECTIVES,ADJ.ALL
universe,5903,684,84.327,0,UNIVERSE,NOUNS,NOUN.COGNITION
dadn,5894,678,84.199,0,,,
butter,5892,702,84.17,0,BUTTER,NOUNS,NOUN.FOOD
cha,5878,549,83.97,0,,,
otherwise,5875,703,83.927,0,OTHERWISE,ADJECTIVES,ADJ.ALL
lobby,5874,520,83.913,0,LOBBY,NOUNS,NOUN.ARTIFACT
cuties,5871,634,83.87,0,,,
nono,5870,702,83.856,0,,,
btwn,5864,696,83.77,0,,,
fixed,5861,707,83.727,0,FIXED,ADJECTIVES,ADJ.ALL
fear,5856,708,83.656,0,FEAR,NOUNS,NOUN.FEELING
healthy,5853,700,83.613,0,HEALTHY,ADJECTIVES,ADJ.ALL
trolling,5849,684,83.556,0,TROLLING,NOUNS,NOUN.ACT
specific,5849,708,83.556,0,SPECIFIC,ADJECTIVES,ADJ.PERT
unknown,5848,605,83.542,0,UNKNOWN,ADJECTIVES,ADJ.ALL
probs,5841,696,83.442,0,,,
spider,5834,685,83.342,0,SPIDER,NOUNS,NOUN.ANIMAL
mia,5832,585,83.313,0,,,
shay,5827,130,83.242,0,SHAY,NOUNS,NOUN.ARTIFACT
salty,5826,674,83.227,0,SALTY,ADJECTIVES,ADJ.ALL
hiro,5826,323,83.227,0,,,
jail,5826,691,83.227,0,JAIL,NOUNS,NOUN.ARTIFACT
permission,5823,705,83.184,0,PERMISSION,NOUNS,NOUN.ACT
char,5823,500,83.184,0,CHAR,NOUNS,NOUN.ANIMAL
tokyo,5819,667,83.127,0,TOKYO,NOUNS,NOUN.LOCATION
fox,5817,661,83.099,0,FOX,NOUNS,NOUN.ANIMAL
yu,5815,688,83.07,0,,,
winter,5811,685,83.013,0,WINTER,NOUNS,NOUN.TIME
bby,5799,644,82.842,0,,,
werent,5795,707,82.784,0,,,
tik,5789,678,82.699,0,,,
se,5786,708,82.656,0,SE,NOUNS,NOUN.RELATION
mhmn,5784,668,82.627,0,,,
quality,5783,701,82.613,0,QUALITY,ADJECTIVES,ADJ.ALL
march,5783,674,82.613,0,MARCH,NOUNS,NOUN.ACT
cooking,5781,704,82.584,0,COOKING,NOUNS,NOUN.ACT
ey,5780,702,82.57,0,,,
losing,5768,711,82.399,0,,,
asia,5767,696,82.384,0,ASIA,NOUNS,NOUN.GROUP
